Company Name,CIK
"TRXADE GROUP, INC.",1382574
TSR INC,98338
"TSS, Inc.",1320760
TTM TECHNOLOGIES INC,1116942
TUBEMOGUL INC,1449278
TUCOWS INC /PA/,909494
TUCSON ELECTRIC POWER CO,100122
TUESDAY MORNING CORP/DE,878726
TUPPERWARE BRANDS CORP,1008654
TURBINE TRUCK ENGINES INC,1138978
TUTOR PERINI Corp,77543
"TWENTY-FIRST CENTURY FOX, INC.",1308161
TWILIO INC,1447669
TWIN DISC INC,100378
"TWINLAB CONSOLIDATED HOLDINGS, INC.",1590695
"TWITTER, INC.",1418091
TWO HANDS Corp,1494413
TWO HARBORS INVESTMENT CORP.,1465740
TWO RIVER BANCORP,1343034
TWO RIVERS WATER & FARMING Co,1302946
TYG Solutions Corp.,1615999
TYLER TECHNOLOGIES INC,860731
"TYME TECHNOLOGIES, INC.",1537917
Tableau Software Inc,1303652
"Tabula Rasa HealthCare, Inc.",1651561
"Takung Art Co., Ltd.",1491487
Talen Energy Corp,1622536
"Tallgrass Energy GP, LP",1633651
"Tallgrass Energy Partners, LP",1569134
Targa Resources Corp.,1389170
Targa Resources Partners LP,1379661
Taxus Cardium Pharmaceuticals Group Inc.,772320
Taylor Morrison Home Corp,1562476
TearLab Corp,1299139
"Teardroppers, Inc.",1615780
"Tech Central, Inc.",1639874
TechTarget Inc,1293282
Tecnoglass Inc.,1534675
"Teladoc, Inc.",1477449
"Telenav, Inc.",1474439
"Teligent, Inc.",352998
"Tempus Applied Solutions Holdings, Inc.",1628871
Terra Tech Corp.,1451512
"TerraVia Holdings, Inc.",1311230
Terrapin 3 Acquisition Corp,1608298
Terreno Realty Corp,1476150
Territorial Bancorp Inc.,1447051
Teucrium Commodity Trust,1471824
Texas Republic Capital Corp,1560452
"Texas Roadhouse, Inc.",1289460
"Textmunication Holdings, Inc.",897078
"TherapeuticsMD, Inc.",25743
"Theravance Biopharma, Inc.",1583107
"Thermon Group Holdings, Inc.",1489096
Theron Resource Group,1409431
"Thinspace Technology, Inc.",1393935
Third Point Reinsurance Ltd.,1576018
Thunder Energies Corp,1524872
"Thunderclap Entertainment, Inc.",1514056
TiVo Corp,1675820
Ticket Corp.,1570279
"Tiger Oil & Energy, Inc.",1386018
"Tiger X Medical, Inc.",925741
Time Inc.,1591517
TimkenSteel Corp,1598428
Titan Computer Services Inc.,1664127
"Titan Energy, LLC",1532750
Tokai Pharmaceuticals Inc,1404281
Tonix Pharmaceuticals Holding Corp.,1430306
TopBuild Corp,1633931
Topaz Island Acquisition Corp,1672897
"Tower International, Inc.",1485469
"Townsquare Media, Inc.",1499832
"Tracon Pharmaceuticals, Inc.",1394319
"Trade Desk, Inc.",1671933
"TransBiotec, Inc.",1425627
TransMontaigne Partners L.P.,1319229
TransUnion,1552033
Transocean Ltd.,1451505
Transocean Partners LLC,1607250
Travelport Worldwide LTD,1424755
"TreeHouse Foods, Inc.",1320695
Trenton Acquisition Corp.,1527722
"Tri-State Generation & Transmission Association, Inc.",1637880
TriLinc Global Impact Fund LLC,1550453
"TriMax Consulting, Inc.",1624985
"TriState Capital Holdings, Inc.",1380846
Triangle Capital CORP,1379785
Trident Brands Inc,1421907
Trilogy Metals Inc.,1543418
Trinity Place Holdings Inc.,724742
Trinseo S.A.,1519061
"TripAdvisor, Inc.",1526520
"TripBorn, Inc.",1498232
TriplePoint Venture Growth BDC Corp.,1580345
Triton Emission Solutions Inc.,1143238
Triton International Ltd,1660734
"Triton Pacific Investment Corporation, Inc.",1521945
"Triumph Bancorp, Inc.",1539638
Tronox Ltd,1530804
Tropicana Entertainment Inc.,1476246
"Trovagene, Inc.",1213037
"True Drinks Holdings, Inc.",1134765
"TrueBlue, Inc.",768899
"TrueCar, Inc.",1327318
"Truett-Hurst, Inc.",1564709
"Truli Media Group, Inc.",1462223
"TurnKey Capital, Inc.",1567503
"Turning Point Brands, Inc.",1290677
Turtle Beach Corp,1493761
U S GLOBAL INVESTORS INC,754811
U S PHYSICAL THERAPY INC /NV,885978
"U-Vend, Inc.",1487718
"U. S. Premium Beef, LLC",1289237
"U.S. Auto Parts Network, Inc.",1378950
U.S. Lithium Corp.,1396054
"U.S. NeuroSurgical Holdings, Inc.",1089815
"U.S. SILICA HOLDINGS, INC.",1524741
"U.S. Stem Cell, Inc.",1388319
UA Granite Corp,1577882
UAS Drone Corp.,1638911
"UCP, Inc.",1572684
"UDR, Inc.",74208
UFP TECHNOLOGIES INC,914156
ULTIMATE SOFTWARE GROUP INC,1016125
ULTRA PETROLEUM CORP,1022646
ULTRALIFE CORP,875657
ULTRATECH INC,909791
ULURU Inc.,1168220
UMB FINANCIAL CORP,101382
"UMED HOLDINGS, INC.",1572386
"UMH PROPERTIES, INC.",752642
UMPQUA HOLDINGS CORP,1077771
UNICO AMERICAN CORP,100716
UNICOBE CORP.,1652871
UNIFI INC,100726
UNION BANKSHARES INC,706863
UNION BRIDGE HOLDINGS LTD.,1621199
UNION CARBIDE CORP /NEW/,100790
UNION ELECTRIC CO,100826
UNION PACIFIC CORP,100885
UNIPROP MANUFACTURED HOUSING COMMUNITIES INCOME FUND II /MI/,805993
"UNIROYAL GLOBAL ENGINEERED PRODUCTS, INC.",1172706
UNISYS CORP,746838
UNIT CORP,798949
"UNITED AIRLINES, INC.",319687
UNITED BANCORP INC /OH/,731653
UNITED BANCSHARES INC/OH,1087456
UNITED BANKSHARES INC/WV,729986
UNITED COMMUNITY BANKS INC,857855
UNITED COMMUNITY FINANCIAL CORP,707886
UNITED DOMINION REALTY L P,1018254
UNITED ENERGIES DEVELOPMENT Corp,1644819
UNITED FIRE GROUP INC,101199
UNITED GUARDIAN INC,101295
UNITED INSURANCE HOLDINGS CORP.,1401521
UNITED PARCEL SERVICE INC,1090727
UNITED RENTALS INC /DE,1067701
UNITED RENTALS NORTH AMERICA INC,1047166
UNITED SECURITY BANCSHARES,1137547
UNITED STATES ANTIMONY CORP,101538
UNITED STATES BASKETBALL LEAGUE INC,764630
UNITED STATES CELLULAR CORP,821130
UNITED STATES LIME & MINERALS INC,82020
UNITED STATES STEEL CORP,1163302
UNITED TECHNOLOGIES CORP /DE/,101829
UNITED THERAPEUTICS Corp,1082554
UNITEDHEALTH GROUP INC,731766
UNITIL CORP,755001
UNITY BANCORP INC /NJ/,920427
UNITY GLOBAL HOLDINGS LTD.,1662669
UNIVERSAL AMERICAN CORP.,1514128
UNIVERSAL BIOSENSORS INC,1279695
UNIVERSAL CORP /VA/,102037
UNIVERSAL DISPLAY CORP \PA\,1005284
UNIVERSAL ELECTRONICS INC,101984
UNIVERSAL FOREST PRODUCTS INC,912767
UNIVERSAL HEALTH REALTY INCOME TRUST,798783
UNIVERSAL HEALTH SERVICES INC,352915
UNIVERSAL HOSPITAL SERVICES INC,886171
"UNIVERSAL INSURANCE HOLDINGS, INC.",891166
"UNIVERSAL LOGISTICS HOLDINGS, INC.",1308208
UNIVERSAL SECURITY INSTRUMENTS INC,102109
UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,931584
UNIVEST CORP OF PENNSYLVANIA,102212
UPD HOLDING CORP.,836937
UQM TECHNOLOGIES INC,315449
UR-ENERGY INC,1375205
URANIUM RESOURCES INC /DE/,839470
US Alliance Corp,1463913
US BANCORP \DE\,36104
US CONCRETE INC,1073429
"US ECOLOGY, INC.",742126
US ENERGY CORP,101594
US Foods Holding Corp.,1665918
US GEOTHERMAL INC,1172136
US NUCLEAR CORP.,1543623
"US-DADI FERTILIZER INDUSTRY INTERNATIONAL, INC.",1547015
USA Capital Management Inc.,1623019
"USA Compression Partners, LP",1522727
USA TECHNOLOGIES INC,896429
USA TRUCK INC,883945
USA Zhimingde International Group Corp,1363343
USANA HEALTH SCIENCES INC,896264
USD Partners LP,1610682
USG CORP,757011
UTAH MEDICAL PRODUCTS INC,706698
UTG INC,832480
UWHARRIE CAPITAL CORP,898171
"Ubiquiti Networks, Inc.",1511737
Ultimate Products CORP,1438095
"Ultra Clean Holdings, Inc.",1275014
Ultragenyx Pharmaceutical Inc.,1515673
Umatrin Holding Ltd,1317839
"Under Armour, Inc.",1336917
Uni Line Corp.,1605810
Uni-Pixel,1171012
Unilife Corp,1476170
Union Bankshares Corp,883948
"Unique Fabricating, Inc.",1617669
United Cannabis Corp,1436161
United Community Bancorp,1514131
"United Continental Holdings, Inc.",100517
"United Financial Bancorp, Inc.",1501364
"United Health Products, Inc.",1096938
"United States 12 Month Natural Gas Fund, LP",1405513
"United States 12 Month Oil Fund, LP",1405528
"United States Brent Oil Fund, LP",1472494
United States Commodity Index Funds Trust,1479247
"United States Diesel-Heating Oil Fund, LP",1396877
"United States Gasoline Fund, LP",1396878
"United States Natural Gas Fund, LP",1376227
"United States Oil Fund, LP",1327068
"United States Short Oil Fund, LP",1439567
Univar Inc.,1494319
Unleashed Inc.,1666114
Unum Group,5513
"Upland Software, Inc.",1505155
"Uplift Nutrition, Inc.",1390705
UpperSolution.com,1584480
Urban Edge Properties,1611547
Urban Edge Properties LP,1681169
V F CORP,103379
VAALCO ENERGY INC /DE/,894627
VALERO ENERGY CORP/TX,1035002
VALERO ENERGY PARTNERS LP,1583103
VALHI INC /DE/,59255
VALIDIAN CORP,1100644
VALIDUS HOLDINGS LTD,1348259
VALLEY NATIONAL BANCORP,714310
VALMONT INDUSTRIES INC,102729
VANJIA CORP,1532383
VANTAGE DRILLING INTERNATIONAL,1465872
VAPIR ENTERPRISES INC.,1489588
VAPOR CORP.,844856
VAPOR HUB INTERNATIONAL INC.,1515718
VARONIS SYSTEMS INC,1361113
VASCO DATA SECURITY INTERNATIONAL INC,1044777
VASCULAR SOLUTIONS INC,1030206
VASO Corp,839087
VCA INC,817366
VECTOR GROUP LTD,59440
VECTREN CORP,1096385
VECTREN UTILITY HOLDINGS INC,1129542
VEECO INSTRUMENTS INC,103145
VENTAS INC,740260
"VERACYTE, INC.",1384101
"VERDE RESOURCES, INC.",1506929
"VEREIT Operating Partnership, L.P.",1528059
"VEREIT, Inc.",1507385
VERISIGN INC/CA,1014473
VERITEC INC,773318
VERIZON COMMUNICATIONS INC,732712
"VERMILLION, INC.",926617
VERTEX PHARMACEUTICALS INC / MA,875320
VERTICAL COMPUTER SYSTEMS INC,1099509
VGambling Inc.,1451448
VIAD CORP,884219
VIASAT INC,797721
VIASPACE Inc.,1270200
VIAVI SOLUTIONS INC.,912093
VICAL INC,819050
VICOR CORP,751978
VICTORY ENERGY CORP,700764
VIDEO DISPLAY CORP,758743
"VII Peaks Co-Optivist Income BDC II, Inc.",1527385
"VIKING INVESTMENTS GROUP, INC.",1102432
VIRGINIA ELECTRIC & POWER CO,103682
"VIRTUAL PIGGY, INC.",1437283
"VIRTUS INVESTMENT PARTNERS, INC.",883237
VIRTUSA CORP,1207074
VISHAY INTERTECHNOLOGY INC,103730
VISTA GOLD CORP,783324
VISTEON CORP,1111335
VITAL THERAPIES INC,1280776
"VIVEVE MEDICAL, INC.",879682
VIVUS INC,881524
"VMWARE, INC.",1124610
VOC Energy Trust,1505413
"VOCERA COMMUNICATIONS, INC.",1129260
VOLITIONRX LTD,93314
VONAGE HOLDINGS CORP,1272830
VORNADO REALTY LP,1040765
VORNADO REALTY TRUST,899689
VOXX International Corp,807707
VOYA INSURANCE & ANNUITY Co,836658
VOYA RETIREMENT INSURANCE & ANNUITY Co,837010
"VPR Brands, LP.",1376231
VSE CORP,102752
VW WIN CENTURY INC.,1630391
VWR Corp,1412232
VYCOR MEDICAL INC,1424768
"Valeant Pharmaceuticals International, Inc.",885590
Valeritas Holdings Inc.,1619250
"Valmie Resources, Inc.",1545447
Vanda Pharmaceuticals Inc.,1347178
"Vanguard Natural Resources, LLC",1384072
"Vantiv, Inc.",1533932
VapAria Corp,1479915
Vapetek Inc.,1580485
"Vectrus, Inc.",1601548
"Venaxis, Inc.",1167419
"Venture Lending & Leasing VI, Inc.",1482199
"Venture Lending & Leasing VII, Inc.",1557424
"Venture Lending & Leasing VIII, Inc.",1642862
"Verastem, Inc.",1526119
Vericel Corp,887359
"VerifyMe, Inc.",1104038
"Verisk Analytics, Inc.",1442145
"Veritex Holdings, Inc.",1501570
Veritiv Corp,1599489
"Versartis, Inc.",1513818
Verso Corp,1421182
Vertex Energy Inc.,890447
"Vestin Realty Mortgage II, Inc",1327603
Vet Online Supply Inc,1641751
Viatar CTC Solutions Inc.,1616495
"Vican Resources, Inc.",1223533
"ViewRay, Inc.",1597313
"Viking Therapeutics, Inc.",1607678
Village Bank & Trust Financial Corp.,1290476
VinCompass Corp.,1490949
Viper Energy Partners LP,1602065
Virgin America Inc.,1614436
Virginia National Bankshares Corp,1572334
VirnetX Holding Corp,1082324
"Virtu Financial, Inc.",1592386
"Virtual Learning Company, Inc.",1518336
"Vishay Precision Group, Inc.",1487952
Vista Outdoor Inc.,1616318
"VistaGen Therapeutics, Inc.",1411685
"Vitality Biopharma, Inc.",1438943
"Vitamin Shoppe, Inc.",1360530
Vitaxel Group Ltd,1623590
"Vivint Solar, Inc.",1607716
Vodka Brands Corp,1620053
Voltari Corp,1568319
"Voya Financial, Inc.",1535929
"Voyager Therapeutics, Inc.",1640266
Vulcan Materials CO,1396009
Vuzix Corp,1463972
Vystar Corp,1308027
W R GRACE & CO,1045309
W&E Source Corp.,1368275
W&T OFFSHORE INC,1288403
W. P. Carey Inc.,1025378
WABASH NATIONAL CORP /DE,879526
WABCO Holdings Inc.,1390844
WADDELL & REED FINANCIAL INC,1052100
"WAGEWORKS, INC.",1158863
WALKER INNOVATION INC.,1294649
WALTER INVESTMENT MANAGEMENT CORP,1040719
WASHINGTON PRIME GROUP INC.,1594686
WASHINGTON REAL ESTATE INVESTMENT TRUST,104894
WASHINGTON TRUST BANCORP INC,737468
WASTE MANAGEMENT INC,823768
"WATCHTOWER, INC.",1407041
WATERS CORP /DE/,1000697
WATSCO INC,105016
WATTS WATER TECHNOLOGIES INC,795403
WAYNE SAVINGS BANCSHARES INC /DE/,1036030
"WCF Bancorp, Inc.",1667944
"WCI Communities, Inc.",1574532
"WEARABLE HEALTH SOLUTIONS, INC.",1443089
"WEB.COM GROUP, INC.",1095291
WEBSTER FINANCIAL CORP,801337
"WEC ENERGY GROUP, INC.",783325
"WECAST NETWORK, INC.",837852
WEIGHT WATCHERS INTERNATIONAL INC,105319
WEINGARTEN REALTY INVESTORS /TX/,828916
WEIS MARKETS INC,105418
"WELLCARE HEALTH PLANS, INC.",1279363
WELLS FARGO & COMPANY/MN,72971
WELLS REAL ESTATE FUND XIII L P,1127245
WELLTOWER INC.,766704
WERNER ENTERPRISES INC,793074
WESBANCO INC,203596
WESCO INTERNATIONAL INC,929008
WEST BANCORPORATION INC,1166928
WEST CORP,1024657
WEST MARINE INC,912833
WEST PHARMACEUTICAL SERVICES INC,105770
WESTAMERICA BANCORPORATION,311094
WESTAR ENERGY INC /KS,54507
WESTELL TECHNOLOGIES INC,1002135
WESTERN ALLIANCE BANCORPORATION,1212545
"WESTERN CAPITAL RESOURCES, INC.",1363958
WESTERN DIGITAL CORP,106040
WESTERN MASSACHUSETTS ELECTRIC CO,106170
WESTGATE ACQUISITIONS CORP,1099568
WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,943452
WESTLAKE CHEMICAL CORP,1262823
WESTMORELAND COAL Co,106455
WESTMOUNTAIN Co,1421603
WESTMOUNTAIN DISTRESSED DEBT INC,1421602
WESTPORT FUTURES FUND L.P.,1037189
WESTWOOD HOLDINGS GROUP INC,1165002
WEX Inc.,1309108
WEYCO GROUP INC,106532
WEYERHAEUSER CO,106535
"WEYLAND TECH, INC.",1335112
WHIRLPOOL CORP /DE/,106640
WHITE MOUNTAIN TITANIUM CORP,1284766
WHITE MOUNTAINS INSURANCE GROUP LTD,776867
WHITEWAVE FOODS Co,1555365
WHITING PETROLEUM CORP,1255474
WIDEPOINT CORP,1034760
"WIGI4YOU, INC.",1650739
WILLAMETTE VALLEY VINEYARDS INC,838875
WILLIAM LYON HOMES,1095996
WILLIAMS COMPANIES INC,107263
WILLIAMS PARTNERS L.P.,1483096
WILLIS LEASE FINANCE CORP,1018164
WILLIS TOWERS WATSON PLC,1140536
WILSON BANK HOLDING CO,885275
"WINDSTREAM HOLDINGS, INC.",1282266
"WINDSTREAM SERVICES, LLC",1585644
WINDTREE THERAPEUTICS INC /DE/,946486
WINGS & THINGS INC,1110482
WINHA INTERNATIONAL GROUP LTD,1584057
WINMARK CORP,908315
WINTRUST FINANCIAL CORP,1015328
WIRELESS TELECOM GROUP INC,878828
WISCONSIN ELECTRIC POWER CO,107815
WISCONSIN POWER & LIGHT CO,107832
WISCONSIN PUBLIC SERVICE CORP,107833
WMIH CORP.,933136
WNC HOUSING TAX CREDIT FUND IV L P SERIES 2,913497
WNC HOUSING TAX CREDIT FUND VI LP SERIES 10,1156815
WNC HOUSING TAX CREDIT FUND VI LP SERIES 7,1084067
WNC HOUSING TAX CREDIT FUND VI LP SERIES 9,1156445
"WNC Housing Tax Credit Fund VI, L.P., Series 13",1321228
WOLVERINE WORLD WIDE INC /DE/,110471
WORKIVA INC,1445305
WORLD ACCEPTANCE CORP,108385
WORLD FUEL SERVICES CORP,789460
WORLD WRESTLING ENTERTAINMENTINC,1091907
WORLDNET INC OF NEVADA,1118233
WORLDS INC,1961
WORLDS MALL INC,1592592
WORLDS ONLINE INC.,1522767
WORTHINGTON INDUSTRIES INC,108516
"WOUND MANAGEMENT TECHNOLOGIES, INC.",714256
"WPX ENERGY, INC.",1518832
WSFS FINANCIAL CORP,828944
WVS FINANCIAL CORP,910679
WYNDHAM WORLDWIDE CORP,1361658
WYNN LAS VEGAS LLC,1180638
WYNN RESORTS LTD,1174922
Wadena Corp.,1652958
"WaferGen Bio-systems, Inc.",1368993
"Walker & Dunlop, Inc.",1497770
Warner Chilcott Ltd,1620602
"Washington Prime Group, L.P.",1610911
"WashingtonFirst Bankshares, Inc.",1476264
"Waste Connections, Inc.",1318220
"Waterstone Financial, Inc.",1569994
Wave Life Sciences Ltd.,1631574
Wave Sync Corp.,860131
Wayfair Inc.,1616707
"Wayside Technology Group, Inc.",945983
Weatherford International plc,1603923
WebMD Health Corp.,1326583
"Wellesley Bancorp, Inc.",1526952
Wells Fargo Real Estate Investment Corp.,1616093
Wendy's Co,30697
"West End Indiana Bancshares, Inc.",1523854
WestMountain Alternative Energy Inc,1421636
Western Asset Mortgage Capital Corp,1465885
"Western Gas Equity Partners, LP",1423902
Western Gas Partners LP,1414475
"Western New England Bancorp, Inc.",1157647
"Western Refining Logistics, LP",1581908
"Western Refining, Inc.",1339048
Western Union CO,1365135
Western Uranium Corp,1621906
Westlake Chemical Partners LP,1604665
"Westmoreland Resource Partners, LP",1412347
"Wheeler Real Estate Investment Trust, Inc.",1527541
"Where Food Comes From, Inc.",1360565
"WhiteHorse Finance, Inc.",1552198
Whitestone REIT,1175535
Whiting USA Trust II,1537058
"WideOpenWest Finance, LLC",1571833
Wike Corp.,1668523
"Wilhelmina International, Inc.",1013706
"Willbros Group, Inc.\NEW\",1449732
"Willdan Group, Inc.",1370450
"Wincash Apolo Gold & Energy, Inc.",1040721
Wingstop Inc.,1636222
"Wintahenderson International, Inc.",1497033
WisdomTree Continuous Commodity Index Fund,1379606
WisdomTree Continuous Commodity Index Master Fund,1379527
"WisdomTree Investments, Inc.",880631
"Wizard World, Inc.",1162896
"Wolverine Bancorp, Inc.",1500836
Wolverine Technologies Corp.,1424404
"Wonhe High-Tech International, Inc.",1434388
Workhorse Group Inc.,1425287
World Monitor Trust III - Series J,1345991
"World Point Terminals, LP",1574963
"Wrapmail, Inc.",1509957
Wren Street Acquisition Corp,1681305
"Wright Investors Service Holdings, Inc.",1279715
Wright Medical Group N.V.,1492658
"Writ Media Group, Inc.",1413547
XBiotech Inc.,1626878
XCEL ENERGY INC,72903
"XCel Brands, Inc.",1083220
XERIUM TECHNOLOGIES INC,1287151
XEROX CORP,108772
"XFIT BRANDS, INC.",1623554
XG SCIENCES INC,1435375
XILINX INC,743988
XL GROUP LTD,875159
XO GROUP INC.,1062292
XOMA Corp,791908
XPLORE TECHNOLOGIES CORP,1177845
"XPO Logistics, Inc.",1166003
XcelMobility Inc.,1465509
Xencor Inc,1326732
"Xenetic Biosciences, Inc.",1534525
"Xenia Hotels & Resorts, Inc.",1616000
"Xenith Bankshares, Inc.",1143155
Xenon Pharmaceuticals Inc.,1582313
"Xtant Medical Holdings, Inc.",1453593
Xylem Inc.,1524472
YADKIN FINANCIAL Corp,1366367
YAHOO INC,1011006
YAPPN CORP.,1511735
YELP INC,1345016
YORK WATER CO,108985
YRC Worldwide Inc.,716006
YSTRATEGIES CORP.,1510891
YUM BRANDS INC,1041061
YUS INTERNATIONAL GROUP Ltd,1306035
"Yacht Finders, Inc.",1311673
Yangtze River Development Ltd,1487843
"Yew Bio-Pharm Group, Inc.",1548240
Yinfu Gold Corp.,1438461
"Yosen Group, Inc.",1076784
You Han Data Tech Co Ltd.,1333614
"Youngevity International, Inc.",1569329
YuMe Inc,1415624
"Yum China Holdings, Inc.",1673358
"Yuma Energy, Inc.",81318
"ZAFGEN, INC.",1374690
ZAGG Inc,1296205
ZAIS Financial Corp.,1527590
"ZAIS Group Holdings, Inc.",1562214
ZAP,1024628
ZAYO GROUP LLC,1502756
ZD VENTURES Corp,1334589
ZEBRA TECHNOLOGIES CORP,877212
"ZEC, Inc.",1660156
"ZENOSENSE, INC.",1458581
ZETA ACQUISITION CORP I,1422141
ZETA ACQUISITION CORP II,1422142
ZEV VENTURES INC.,1646188
ZHEN DING RESOURCES INC.,1594204
"ZILLOW GROUP, INC.",1617640
"ZIMMER BIOMET HOLDINGS, INC.",1136869
ZION OIL & GAS INC,1131312
ZIONS BANCORPORATION /UT/,109380
ZIOPHARM ONCOLOGY INC,1107421
ZIX CORP,855612
"ZOGENIX, INC.",1375151
"ZOSANO, INC.",1537528
ZYNEX INC,846475
ZYNGA INC,1439404
"ZZLL INFORMATION TECHNOLOGY, INC",1365357
"Zayo Group Holdings, Inc.",1608249
Zeltiq Aesthetics Inc,1415336
"Zendesk, Inc.",1463172
"Zero Gravity Solutions, Inc.",1574186
"Zivo Bioscience, Inc.",1101026
Zlato Inc.,1576724
"Znergy, Inc.",1568875
"Zoe's Kitchen, Inc.",1594879
Zoetis Inc.,1555280
"Zoned Properties, Inc.",1279620
"Zoom Telephonics, Inc.",1467761
"Zoompass Holdings, Inc.",1635748
Zosano Pharma Corp,1587221
"Zynerba Pharmaceuticals, Inc.",1621443
aTYR PHARMA INC,1339970
"bebe stores, inc.",1059272
"bluebird bio, Inc.",1293971
"chatAND, Inc.",1529133
"e.l.f. Beauty, Inc.",1600033
"eBullion, Inc.",1573766
"eHealth, Inc.",1333493
eMedia Group Inc.,1658433
eWELLNESS HEALTHCARE Corp,1550020
"hhgregg, Inc.",1396279
hopTo Inc.,1021435
"iBio, Inc.",1420720
"iGambit, Inc.",1479681
"iHealthcare, Inc.",1634291
"iHeartCommunications, Inc.",739708
"iHeartMedia Capital I, LLC",1457737
"iHeartMedia, Inc.",1400891
iSHARES COMMODITY OPTIMIZED TRUST,1535365
iShares S&P GSCI Commodity-Indexed Trust,1332174
iShares Silver Trust,1330568
iSign Solutions Inc.,727634
"inContact, Inc.",1087934
pSivida Corp.,1314102
"pdvWireless, Inc.",1304492
"root9B Technologies, Inc.",1272550
"tronc, Inc.",1593195
"usell.com, Inc.",1271075
vTv Therapeutics Inc.,1641489
"xG TECHNOLOGY, INC.",1565228
